date,underlying,underlying_name,call_value,call_volume,call_trades,call_up_value,call_down_value,call_n,put_value,put_volume,put_trades,put_up_value,put_down_value,put_n
2023-06-20,2330,台積電,0.0,0.0,0.0,0.0,0.0,0.0,37580.0,20000.0,5.0,37580.0,0.0,1.0
2023-06-20,HSI,香港恒生指數,20460.0,12000.0,3.0,0.0,20460.0,1.0,11320.0,8000.0,4.0,0.0,0.0,1.0
2023-06-20,NDX,美國納斯達克100指數,4240.0,1000.0,1.0,0.0,0.0,1.0,12000.0,8000.0,2.0,12000.0,0.0,1.0
2023-06-20,,,2108007600.0,1471684000.0,64950.0,688480880.0,1222967470.0,9504.0,166943150.0,247333000.0,6751.0,88309920.0,48257970.0,1706.0
2023-06-21,2330,台積電,0.0,0.0,0.0,0.0,0.0,0.0,43470.0,23000.0,4.0,43470.0,0.0,1.0
2023-06-21,DJI,美國道瓊工業平均指數,0.0,0.0,0.0,0.0,0.0,0.0,51300.0,135000.0,2.0,0.0,0.0,1.0
2023-06-21,HSI,香港恒生指數,5030.0,4000.0,2.0,0.0,5030.0,1.0,13120.0,8000.0,1.0,13120.0,0.0,1.0
2023-06-21,NDX,美國納斯達克100指數,3820.0,2000.0,1.0,0.0,0.0,1.0,2980.0,2000.0,1.0,0.0,2980.0,1.0
2023-06-21,,,1900615200.0,1348417000.0,62648.0,968077190.0,740400060.0,9334.0,184228630.0,279123000.0,7548.0,74432540.0,83361000.0,1725.0
2023-06-26,2330,台積電,0.0,0.0,0.0,0.0,0.0,0.0,47830.0,25000.0,5.0,47830.0,0.0,1.0
2023-06-26,DJI,美國道瓊工業平均指數,16000.0,50000.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-26,HSI,香港恒生指數,16060.0,16000.0,3.0,0.0,3720.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-26,NDX,美國納斯達克100指數,0.0,0.0,0.0,0.0,0.0,0.0,18480.0,12000.0,2.0,18480.0,0.0,1.0
2023-06-26,,,1899697670.0,1408123000.0,60700.0,574034610.0,1095899500.0,9263.0,186250840.0,268341000.0,7648.0,117021290.0,35866280.0,1753.0
2023-06-27,2330,台積電,0.0,0.0,0.0,0.0,0.0,0.0,9650.0,5000.0,2.0,0.0,0.0,1.0
2023-06-27,HSI,香港恒生指數,21990.0,19000.0,5.0,21990.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-27,NDX,美國納斯達克100指數,17540.0,6000.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-27,,,1840308710.0,1441310000.0,63386.0,308167380.0,1351526260.0,9504.0,197280590.0,284001000.0,8684.0,144060180.0,20848060.0,1920.0
2023-06-28,2330,台積電,0.0,0.0,0.0,0.0,0.0,0.0,23180.0,12000.0,2.0,23180.0,0.0,1.0
2023-06-28,HSI,香港恒生指數,5800.0,5000.0,1.0,0.0,5800.0,1.0,17890.0,11000.0,5.0,0.0,0.0,2.0
2023-06-28,NDX,美國納斯達克100指數,20040.0,6000.0,1.0,20040.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-28,,,1874090250.0,1463075000.0,60827.0,928774190.0,728868330.0,9209.0,189222390.0,241765000.0,7052.0,85267960.0,71287800.0,1747.0
2023-06-29,2330,台積電,0.0,0.0,0.0,0.0,0.0,0.0,29100.0,15000.0,2.0,0.0,0.0,1.0
2023-06-29,DJI,美國道瓊工業平均指數,10600.0,10000.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-29,HSI,香港恒生指數,4100.0,4000.0,2.0,0.0,4100.0,1.0,106370.0,59000.0,4.0,103710.0,2660.0,2.0
2023-06-29,SPX,美國標普500指數,0.0,0.0,0.0,0.0,0.0,0.0,950.0,1000.0,1.0,0.0,0.0,1.0
2023-06-29,,,2193188710.0,1754856000.0,73518.0,1208579510.0,762785920.0,9655.0,197423040.0,253765000.0,7682.0,58319760.0,104947850.0,1716.0
2023-06-30,2330,台積電,0.0,0.0,0.0,0.0,0.0,0.0,3900.0,2000.0,1.0,3900.0,0.0,1.0
2023-06-30,HSI,香港恒生指數,1980.0,2000.0,1.0,0.0,1980.0,1.0,3500.0,2000.0,1.0,0.0,3500.0,1.0
