date,code,name,verdict,score,streak,vol_mult,buy_days,sell_days,call_net_win,call_val_win,put_call_win,buy_ratio,blk_n,blk_value,blk_last,blk_dir,blk_wdir,blk_prem,blk_inst_ratio,window,win_len
2026-07-02,2303,聯電,lean_buy,0.0,0,0.5447821869215741,6,4,161536030.0,887229950.0,0.012551931999139569,0.016275115789752444,2,2055007500.0,2026-06-26,buy,0.31373498636866287,0.0,-1.7102675372231009,10,10.0
2026-07-02,2308,台達電,unclear,0.0,0,0.5188180422594808,3,7,-30761430.0,234350030.0,0.01684650947132373,0.26089932789185233,23,7750734800.0,2026-07-02,neutral,-0.21078229982788213,0.0034390986984902086,-21.477871562577526,10,10.0
2026-07-02,2317,鴻海,sell_avoid,0.0,0,0.4222416577707852,3,7,-133424100.0,477405970.0,0.023893291489421466,0.004428324850920211,19,1670753777.0,2026-07-02,sell,-0.3784648406633529,0.0057701885286541,-40.739041902222795,10,10.0
2026-07-02,2327,國巨*,unclear,0.0,0,1.001729921159757,5,5,10968270.0,574707960.0,0.01139867629465233,0.0003612862610002159,15,5222720061.0,2026-07-01,neutral,-0.2116263148495027,-0.005901104819037703,-8.662205231489622,10,10.0
2026-07-02,2330,台積電,sell_avoid,0.0,0,0.8702514972235327,5,5,312675920.0,1922359270.0,0.01655708196522495,0.016261046438068708,91,90497950171.0,2026-07-02,sell,-0.28562457528770757,-0.0020206773068673334,-9.747354552541823,10,10.0
2026-07-02,2344,華邦電,sell_avoid,0.0,0,0.6962771147975972,5,5,-26805150.0,816501290.0,0.022276155864983386,0.0,3,960371124.0,2026-07-01,sell,-0.5357549921503054,-0.0011291050152728065,-11.772247157860194,10,10.0
2026-07-02,2345,智邦,same_dir_buy,10.391056695654765,3,2.6249522317229963,6,4,103251270.0,411263650.0,0.02038351796955554,0.9158929189502036,4,125841828.0,2026-06-26,buy,0.3195232748844049,0.014026152225681982,19.870535613961362,10,10.0
2026-07-02,2357,華碩,unclear,1.1056941131111593,1,1.1056941131111593,3,7,-23678770.0,76438050.0,0.16025068666717687,0.8793661335047228,2,906950000.0,2026-07-02,neutral,0.0,0.0054553527951281145,-1.6951260014333756,10,10.0
2026-07-02,2360,致茂,unclear,0.0,0,0.7383771367129749,5,5,-2767450.0,16189910.0,0.00011426870192607618,0.0,10,2368067801.0,2026-06-30,buy,0.36603937211340004,0.003315844557771036,0.9773624129438514,10,10.0
2026-07-02,2382,廣達,unclear,0.0,0,,0,0,0.0,0.0,,0.0,4,926566910.0,2026-06-30,neutral,0.1509400492188956,-0.022210174686239974,3.671844313974044,10,10.0
2026-07-02,2383,台光電,hedge_suspect,0.3898756115123318,2,0.36899095532959725,7,3,18705820.0,81939720.0,0.002256536878573664,0.42456851439553955,2,966964800.0,2026-06-29,sell,-0.4717003142203315,-0.006352616276668586,0.4461933050717048,10,10.0
2026-07-02,2395,研華,unclear,7.719545106508648,4,1.6656927097265375,8,2,33021820.0,69439700.0,0.0,0.5618290694370669,8,699533551.0,2026-06-29,neutral,0.15860882704109214,-0.0021744254756216256,2.1625488546438567,10,10.0
2026-07-02,2408,南亞科,hedge_suspect,0.0,0,0.6185084781392897,6,4,55302690.0,1165785570.0,0.02451874575870758,0.0,5,777050757.0,2026-06-29,sell,-0.2654267834398365,0.007696446898693131,5.3688730258839445,10,10.0
2026-07-02,2412,中華電,unclear,0.0,0,0.31638755980861244,1,8,-621650.0,666370.0,0.0,0.0,1,20093000.0,2026-07-01,sell,-0.5,0.0,-31.47268309859155,10,10.0
2026-07-02,2449,京元電子,hedge_suspect,0.1377312045486696,1,1.2274566827158986,6,4,27526380.0,383434760.0,0.0065741040275013145,0.5305085624038265,4,136194686.0,2026-06-30,sell,-0.8877913929769624,-0.04228054222580916,40.034936348397615,10,10.0
2026-07-02,2454,聯發科,unclear,1.9225222243818636,4,0.5122831648470368,6,4,21079050.0,452869890.0,0.016942371682074072,0.42870133322710224,14,17865452873.0,2026-07-02,neutral,-0.06178732959343325,-0.00010565797809890238,-5.380995639370938,10,10.0
2026-07-02,2461,光群雷,unclear,0.0,0,,0,0,0.0,0.0,,0.0,1,47564500.0,2026-07-01,buy,0.5,0.11143695014662747,-0.026487730345110327,10,10.0
2026-07-02,2481,強茂,unclear,2.141260093379012,3,0.7137533644596707,7,3,33402080.0,155821000.0,0.0009194524486429942,0.8578060260722401,1,19482000.0,2026-06-17,neutral,0.0,-0.01546391752577314,4.854996381275023,10,10.0
2026-07-02,2489,瑞軒,unclear,0.37960239554909814,1,0.37960239554909814,6,4,4727580.0,31776810.0,0.005008998700624764,0.3646689071446353,1,30764400.0,2026-06-17,neutral,0.0,-0.14917695473251025,8.111216210945118,10,10.0
2026-07-02,2506,太設,unclear,0.0,0,,0,0,0.0,0.0,,0.0,2,12460870.0,2026-06-29,neutral,0.0,0.0,0.037393055220060874,10,10.0
2026-07-02,2528,皇普,unclear,0.0,0,,0,0,0.0,0.0,,0.0,1,21000000.0,2026-07-01,neutral,0.0,-0.06249999999999989,0.65616,10,10.0
2026-07-02,2536,宏普,unclear,0.0,0,,0,0,0.0,0.0,,0.0,1,15120000.0,2026-06-22,neutral,0.0,0.12676056338028174,-0.6695469047619048,10,10.0
2026-07-02,2603,長榮,unclear,0.0,0,0.5848968213308225,3,7,-24735810.0,60846990.0,0.0013128011755388393,0.07497109895009292,3,147333060.0,2026-06-22,buy,0.3283733467559827,-0.0034061321226463567,5.696698561748463,10,10.0
2026-07-02,2610,華航,lean_buy,1.2492436482044054,1,0.8328290988029369,6,4,14302620.0,98494580.0,0.0,0.9170677423841981,1,59400000.0,2026-06-18,buy,0.5,0.0,7.194652962962963,10,10.0
2026-07-02,2633,台灣高鐵,unclear,0.0,0,0.0,1,3,-150580.0,458700.0,0.0,0.0,1,20553900.0,2026-06-18,neutral,0.0,0.0,-0.03249745547073791,10,10.0
2026-07-02,2812,台中銀,unclear,0.0,0,,0,0,0.0,0.0,,0.0,1,29700000.0,2026-06-18,sell,-0.5,0.0,-1.019846,10,10.0
2026-07-02,2834,臺企銀,unclear,0.9885923334057126,1,0.5126159200390468,6,4,439720.0,1876040.0,0.0,1.0,2,114025000.0,2026-06-29,buy,0.9285244463933348,0.07814896696548279,2.9011318938829205,10,10.0
2026-07-02,2845,遠東銀,unclear,0.0,0,,0,0,0.0,0.0,,0.0,1,140290701.0,2026-07-02,sell,-0.5,-0.020000000000000018,0.30519128990595035,10,10.0
2026-07-02,2881,富邦金,unclear,0.0,0,0.6205997219752162,4,6,-98580.0,66464000.0,0.0,0.0,6,3233630850.0,2026-07-01,buy,0.27472490405019484,0.012351694023539434,0.77534271560404,10,10.0
2026-07-02,2882,國泰金,unclear,0.0,0,0.26998754642909756,5,5,1223060.0,92950460.0,0.03799959677445383,0.07245338025843706,3,4181750900.0,2026-07-01,neutral,-0.24272129647894616,0.0002637474173796437,-0.5678691869235922,10,10.0
2026-07-02,2882A,國泰特,unclear,0.0,0,,0,0,0.0,0.0,,0.0,3,94998000.0,2026-06-29,neutral,0.0,-0.001380627338972139,0.00495427896832543,10,10.0
2026-07-02,2883,凱基金,unclear,0.0,0,0.3823144522969665,4,6,-9951850.0,74701130.0,0.0,0.06378649329379506,7,414365595.0,2026-07-01,buy,0.4364341228667887,-0.021323695280752827,4.814853655863971,10,10.0
